,Zip Code,City,County,Zip Code Map
2606,96103,Blairsden-graeagle,Plumas,View Map
2607,96104,Cedarville,Modoc,View Map
2608,96105,Chilcoot,Plumas,View Map
2609,96106,Clio,Plumas,View Map
2610,96107,Coleville,Mono,View Map
2611,96108,Davis Creek,Modoc,View Map
2612,96109,Doyle,Lassen,View Map
2613,96110,Eagleville,Modoc,View Map
2614,96111,Floriston,Nevada,View Map
2615,96112,Fort Bidwell,Modoc,View Map
2616,96113,Herlong,Lassen,View Map
2617,96114,Janesville,Lassen,View Map
2618,96115,Lake City,Modoc,View Map
2619,96116,Likely,Modoc,View Map
2620,96117,Litchfield,Lassen,View Map
2621,96118,Loyalton,Sierra,View Map
2622,96119,Madeline,Lassen,View Map
2623,96120,Markleeville,Alpine,View Map
2624,96121,Milford,Lassen,View Map
2625,96122,Portola,Plumas,View Map
2626,96123,Ravendale,Lassen,View Map
2627,96124,Calpine,Sierra,View Map
2628,96125,Sierra City,Sierra,View Map
2629,96126,Sierraville,Sierra,View Map
2630,96127,Susanville,Lassen,View Map
2631,96128,Standish,Lassen,View Map
2632,96129,Beckwourth,Plumas,View Map
2633,96130,Susanville,Lassen,View Map
2634,96132,Termo,Lassen,View Map
2635,96133,Topaz,Mono,View Map
2636,96134,Tulelake,Siskiyou,View Map
2637,96135,Vinton,Plumas,View Map
2638,96136,Wendel,Lassen,View Map
2639,96137,Westwood,Lassen,View Map
2640,96140,Carnelian Bay,Placer,View Map
2641,96141,Homewood,Placer,View Map
2642,96142,Tahoma,El Dorado,View Map
2643,96143,Kings Beach,Placer,View Map
2644,96145,Tahoe City,Placer,View Map
2645,96146,Olympic Valley,Placer,View Map
2646,96148,Tahoe Vista,Placer,View Map
2647,96150,South Lake Tahoe,El Dorado,View Map
2648,96151,South Lake Tahoe,El Dorado,View Map
2649,96152,South Lake Tahoe,El Dorado,View Map
2650,96154,South Lake Tahoe,El Dorado,View Map
2651,96155,South Lake Tahoe,El Dorado,View Map
2652,96156,South Lake Tahoe,El Dorado,View Map
2653,96157,South Lake Tahoe,El Dorado,View Map
2654,96158,South Lake Tahoe,El Dorado,View Map
2655,96160,Truckee,Nevada,View Map
2656,96161,Truckee,Nevada,View Map
2657,96162,Truckee,Nevada,View Map
